name	index	pos-perplexity	neg-perplexity	correct	pos-sentence-processed	neg-sentence-processed
simple_agrmt	12	86.97	141.81	1	the manager UNK-LC-s .	the manager UNK-LC .
simple_agrmt	13	180.82	203.53	1	the manager is tall .	the manager are tall .
simple_agrmt	14	94.24	106.08	1	the manager is old .	the manager are old .
simple_agrmt	15	116.4	131.37	1	the manager is young .	the manager are young .
simple_agrmt	16	105.53	118.91	1	the manager is short .	the manager are short .
simple_agrmt	17	103.64	169.34	1	the customer UNK-LC-s .	the customer UNK-LC .
simple_agrmt	0	103.64	169.34	1	the customer UNK-LC-s .	the customer UNK-LC .
simple_agrmt	1	103.64	169.34	1	the customer UNK-LC-s .	the customer UNK-LC .
simple_agrmt	2	208.05	234.18	1	the customer is tall .	the customer are tall .
simple_agrmt	3	108.44	122.06	1	the customer is old .	the customer are old .
simple_agrmt	4	133.93	151.16	1	the customer is young .	the customer are young .
simple_agrmt	5	121.43	136.82	1	the customer is short .	the customer are short .
simple_agrmt	6	72.83	118.64	1	the officer UNK-LC-s .	the officer UNK-LC .
simple_agrmt	7	72.83	118.64	1	the officer UNK-LC-s .	the officer UNK-LC .
simple_agrmt	8	72.83	118.64	1	the officer UNK-LC-s .	the officer UNK-LC .
simple_agrmt	9	156.9	176.6	1	the officer is tall .	the officer are tall .
simple_agrmt	10	81.77	92.04	1	the officer is old .	the officer are old .
simple_agrmt	11	101.0	113.99	1	the officer is young .	the officer are young .
simple_agrmt	12	91.57	103.18	1	the officer is short .	the officer are short .
simple_agrmt	13	197.43	322.58	1	the teacher UNK-LC-s .	the teacher UNK-LC .
simple_agrmt	14	197.43	322.58	1	the teacher UNK-LC-s .	the teacher UNK-LC .
simple_agrmt	15	197.43	322.58	1	the teacher UNK-LC-s .	the teacher UNK-LC .
simple_agrmt	16	348.39	392.15	1	the teacher is tall .	the teacher are tall .
simple_agrmt	17	181.58	204.39	1	the teacher is old .	the teacher are old .
simple_agrmt	0	224.27	253.12	1	the teacher is young .	the teacher are young .
simple_agrmt	1	203.33	229.11	1	the teacher is short .	the teacher are short .
simple_agrmt	2	161.99	222.49	1	the senator UNK-LC-s .	the senator UNK-LC .
simple_agrmt	3	161.99	222.49	1	the senator UNK-LC-s .	the senator UNK-LC .
simple_agrmt	4	161.99	222.49	1	the senator UNK-LC-s .	the senator UNK-LC .
simple_agrmt	5	298.16	335.6	1	the senator is tall .	the senator are tall .
simple_agrmt	6	155.4	174.92	1	the senator is old .	the senator are old .
simple_agrmt	7	191.93	216.62	1	the senator is young .	the senator are young .
simple_agrmt	8	174.02	196.07	1	the senator is short .	the senator are short .
simple_agrmt	9	105.65	172.23	1	the consultant UNK-LC-s .	the consultant UNK-LC .
simple_agrmt	10	105.65	172.23	1	the consultant UNK-LC-s .	the consultant UNK-LC .
simple_agrmt	11	105.65	172.23	1	the consultant UNK-LC-s .	the consultant UNK-LC .
simple_agrmt	12	211.28	237.81	1	the consultant is tall .	the consultant are tall .
simple_agrmt	13	110.12	123.95	1	the consultant is old .	the consultant are old .
simple_agrmt	14	136.0	153.5	1	the consultant is young .	the consultant are young .
simple_agrmt	15	123.31	138.94	1	the consultant is short .	the consultant are short .
simple_agrmt	16	308.54	186.74	0	the authors UNK-LC .	the authors UNK-LC-s .
simple_agrmt	17	308.54	186.74	0	the authors UNK-LC .	the authors UNK-LC-s .
simple_agrmt	0	308.54	186.74	0	the authors UNK-LC .	the authors UNK-LC-s .
simple_agrmt	1	375.02	333.18	0	the authors are tall .	the authors is tall .
simple_agrmt	2	195.46	173.65	0	the authors are old .	the authors is old .
simple_agrmt	3	242.07	214.48	0	the authors are young .	the authors is young .
simple_agrmt	4	219.11	194.46	0	the authors are short .	the authors is short .
simple_agrmt	5	171.54	104.29	0	the pilots UNK-LC .	the pilots UNK-LC-s .
simple_agrmt	6	171.54	104.29	0	the pilots UNK-LC .	the pilots UNK-LC-s .
simple_agrmt	7	171.54	104.29	0	the pilots UNK-LC .	the pilots UNK-LC-s .
simple_agrmt	8	235.33	209.07	0	the pilots are tall .	the pilots is tall .
simple_agrmt	9	122.65	108.97	0	the pilots are old .	the pilots is old .
simple_agrmt	10	151.9	134.58	0	the pilots are young .	the pilots is young .
simple_agrmt	11	137.49	122.02	0	the pilots are short .	the pilots is short .
simple_agrmt	12	54.39	39.51	0	the UNK-LC-s UNK-LC .	the UNK-LC-s UNK-LC-s .
simple_agrmt	13	54.39	39.51	0	the UNK-LC-s UNK-LC .	the UNK-LC-s UNK-LC-s .
simple_agrmt	14	54.39	39.51	0	the UNK-LC-s UNK-LC .	the UNK-LC-s UNK-LC-s .
simple_agrmt	15	109.15	96.99	0	the UNK-LC-s are tall .	the UNK-LC-s is tall .
simple_agrmt	16	56.89	50.55	0	the UNK-LC-s are old .	the UNK-LC-s is old .
simple_agrmt	17	70.45	62.44	0	the UNK-LC-s are young .	the UNK-LC-s is young .
simple_agrmt	0	63.77	56.61	0	the UNK-LC-s are short .	the UNK-LC-s is short .
simple_agrmt	1	190.39	125.91	0	the farmers UNK-LC .	the farmers UNK-LC-s .
simple_agrmt	2	190.39	125.91	0	the farmers UNK-LC .	the farmers UNK-LC-s .
simple_agrmt	3	190.39	125.91	0	the farmers UNK-LC .	the farmers UNK-LC-s .
simple_agrmt	4	273.89	243.33	0	the farmers are tall .	the farmers is tall .
simple_agrmt	5	142.75	126.82	0	the farmers are old .	the farmers is old .
simple_agrmt	6	176.79	156.64	0	the farmers are young .	the farmers is young .
simple_agrmt	7	160.02	142.02	0	the farmers are short .	the farmers is short .
simple_agrmt	8	158.27	95.95	0	the managers UNK-LC .	the managers UNK-LC-s .
simple_agrmt	9	158.27	95.95	0	the managers UNK-LC .	the managers UNK-LC-s .
simple_agrmt	10	158.27	95.95	0	the managers UNK-LC .	the managers UNK-LC-s .
simple_agrmt	11	220.14	195.58	0	the managers are tall .	the managers is tall .
simple_agrmt	12	114.74	101.93	0	the managers are old .	the managers is old .
simple_agrmt	13	142.09	125.9	0	the managers are young .	the managers is young .
simple_agrmt	14	128.61	114.15	0	the managers are short .	the managers is short .
simple_agrmt	15	150.36	91.01	0	the customers UNK-LC .	the customers UNK-LC-s .
simple_agrmt	16	150.36	91.01	0	the customers UNK-LC .	the customers UNK-LC-s .
simple_agrmt	17	150.36	91.01	0	the customers UNK-LC .	the customers UNK-LC-s .
simple_agrmt	0	211.02	187.48	0	the customers are tall .	the customers is tall .
simple_agrmt	1	109.99	97.71	0	the customers are old .	the customers is old .
simple_agrmt	2	136.21	120.69	0	the customers are young .	the customers is young .
simple_agrmt	3	123.29	109.42	0	the customers are short .	the customers is short .
simple_agrmt	4	232.69	140.83	0	the officers UNK-LC .	the officers UNK-LC-s .
simple_agrmt	5	232.69	140.83	0	the officers UNK-LC .	the officers UNK-LC-s .
simple_agrmt	6	232.69	140.83	0	the officers UNK-LC .	the officers UNK-LC-s .
simple_agrmt	7	299.25	265.87	0	the officers are tall .	the officers is tall .
simple_agrmt	8	155.97	138.57	0	the officers are old .	the officers is old .
simple_agrmt	9	193.16	171.15	0	the officers are young .	the officers is young .
simple_agrmt	10	174.84	155.17	0	the officers are short .	the officers is short .
simple_agrmt	11	264.29	160.98	0	the teachers UNK-LC .	the teachers UNK-LC-s .
simple_agrmt	12	264.29	160.98	0	the teachers UNK-LC .	the teachers UNK-LC-s .
simple_agrmt	13	264.29	160.98	0	the teachers UNK-LC .	the teachers UNK-LC-s .
simple_agrmt	14	333.03	295.87	0	the teachers are tall .	the teachers is tall .
simple_agrmt	15	173.57	154.21	0	the teachers are old .	the teachers is old .
simple_agrmt	16	214.96	190.46	0	the teachers are young .	the teachers is young .
simple_agrmt	17	194.57	172.68	0	the teachers are short .	the teachers is short .
simple_agrmt	0	210.02	129.45	0	the senators UNK-LC .	the senators UNK-LC-s .
simple_agrmt	1	210.02	129.45	0	the senators UNK-LC .	the senators UNK-LC-s .
simple_agrmt	2	210.02	129.45	0	the senators UNK-LC .	the senators UNK-LC-s .
simple_agrmt	3	279.79	248.57	0	the senators are tall .	the senators is tall .
simple_agrmt	4	145.82	129.55	0	the senators are old .	the senators is old .
simple_agrmt	5	180.59	160.01	0	the senators are young .	the senators is young .
simple_agrmt	6	163.46	145.07	0	the senators are short .	the senators is short .
simple_agrmt	7	209.92	130.45	0	the consultants UNK-LC .	the consultants UNK-LC-s .
simple_agrmt	8	209.92	130.45	0	the consultants UNK-LC .	the consultants UNK-LC-s .
simple_agrmt	9	209.92	130.45	0	the consultants UNK-LC .	the consultants UNK-LC-s .
simple_agrmt	10	281.55	250.13	0	the consultants are tall .	the consultants is tall .
simple_agrmt	11	146.74	130.37	0	the consultants are old .	the consultants is old .
simple_agrmt	12	181.73	161.02	0	the consultants are young .	the consultants is young .
simple_agrmt	13	164.49	145.99	0	the consultants are short .	the consultants is short .
simple_npi_anim	0	639.41	623.18	0	no authors have ever been popular .	most authors have ever been popular .
simple_npi_anim	1	724.41	706.03	0	no authors have ever been famous .	most authors have ever been famous .
simple_npi_anim	2	707.14	689.17	0	no authors have ever had children .	most authors have ever had children .
simple_npi_anim	3	458.38	449.07	0	no pilots have ever been popular .	most pilots have ever been popular .
simple_npi_anim	4	519.32	508.77	0	no pilots have ever been famous .	most pilots have ever been famous .
simple_npi_anim	5	506.93	496.63	0	no pilots have ever had children .	most pilots have ever had children .
simple_npi_anim	6	264.78	263.24	0	no UNK-LC-s have ever been popular .	most UNK-LC-s have ever been popular .
simple_npi_anim	7	299.99	298.24	0	no UNK-LC-s have ever been famous .	most UNK-LC-s have ever been famous .
simple_npi_anim	8	292.95	291.22	0	no UNK-LC-s have ever had children .	most UNK-LC-s have ever had children .
simple_npi_anim	9	510.91	504.73	0	no farmers have ever been popular .	most farmers have ever been popular .
simple_npi_anim	10	578.84	571.83	0	no farmers have ever been famous .	most farmers have ever been famous .
simple_npi_anim	11	565.03	558.17	0	no farmers have ever had children .	most farmers have ever had children .
simple_npi_anim	12	437.04	427.44	0	no managers have ever been popular .	most managers have ever been popular .
simple_npi_anim	13	495.14	484.27	0	no managers have ever been famous .	most managers have ever been famous .
simple_npi_anim	14	483.33	472.71	0	no managers have ever had children .	most managers have ever had children .
simple_npi_anim	0	424.03	413.27	0	no customers have ever been popular .	most customers have ever been popular .
simple_npi_anim	1	480.41	468.21	0	no customers have ever been famous .	most customers have ever been famous .
simple_npi_anim	2	468.95	457.03	0	no customers have ever had children .	most customers have ever had children .
simple_npi_anim	3	544.21	530.4	0	no officers have ever been popular .	most officers have ever been popular .
simple_npi_anim	4	616.56	600.91	0	no officers have ever been famous .	most officers have ever been famous .
simple_npi_anim	5	601.86	586.56	0	no officers have ever had children .	most officers have ever had children .
simple_npi_anim	6	587.42	580.83	0	no teachers have ever been popular .	most teachers have ever been popular .
simple_npi_anim	7	665.52	658.05	0	no teachers have ever been famous .	most teachers have ever been famous .
simple_npi_anim	8	649.65	642.34	0	no teachers have ever had children .	most teachers have ever had children .
simple_npi_anim	9	518.7	509.55	0	no senators have ever been popular .	most senators have ever been popular .
simple_npi_anim	10	587.66	577.29	0	no senators have ever been famous .	most senators have ever been famous .
simple_npi_anim	11	573.64	563.5	0	no senators have ever had children .	most senators have ever had children .
simple_npi_anim	12	521.03	509.53	0	no consultants have ever been popular .	most consultants have ever been popular .
simple_npi_anim	13	590.29	577.27	0	no consultants have ever been famous .	most consultants have ever been famous .
simple_npi_anim	14	576.22	563.49	0	no consultants have ever had children .	most consultants have ever had children .
simple_npi_anim	0	735.67	647.24	0	few authors have ever been popular .	many authors have ever been popular .
simple_npi_anim	1	833.47	733.29	0	few authors have ever been famous .	many authors have ever been famous .
simple_npi_anim	2	813.59	715.8	0	few authors have ever had children .	many authors have ever had children .
simple_npi_anim	3	529.6	465.92	0	few pilots have ever been popular .	many pilots have ever been popular .
simple_npi_anim	4	600.01	527.86	0	few pilots have ever been famous .	many pilots have ever been famous .
simple_npi_anim	5	585.7	515.28	0	few pilots have ever had children .	many pilots have ever had children .
simple_npi_anim	6	309.63	272.37	0	few UNK-LC-s have ever been popular .	many UNK-LC-s have ever been popular .
simple_npi_anim	7	350.8	308.58	0	few UNK-LC-s have ever been famous .	many UNK-LC-s have ever been famous .
simple_npi_anim	8	342.45	301.23	0	few UNK-LC-s have ever had children .	many UNK-LC-s have ever had children .
simple_npi_anim	9	594.24	522.76	0	few farmers have ever been popular .	many farmers have ever been popular .
simple_npi_anim	10	673.25	592.25	0	few farmers have ever been famous .	many farmers have ever been famous .
simple_npi_anim	11	657.19	578.13	0	few farmers have ever had children .	many farmers have ever had children .
simple_npi_anim	12	504.26	443.63	0	few managers have ever been popular .	many managers have ever been popular .
simple_npi_anim	13	571.3	502.61	0	few managers have ever been famous .	many managers have ever been famous .
simple_npi_anim	14	557.67	490.63	0	few managers have ever had children .	many managers have ever had children .
simple_npi_anim	0	487.87	429.23	0	few customers have ever been popular .	many customers have ever been popular .
simple_npi_anim	1	552.73	486.29	0	few customers have ever been famous .	many customers have ever been famous .
simple_npi_anim	2	539.55	474.7	0	few customers have ever had children .	many customers have ever had children .
simple_npi_anim	3	626.13	550.88	0	few officers have ever been popular .	many officers have ever been popular .
simple_npi_anim	4	709.38	624.11	0	few officers have ever been famous .	many officers have ever been famous .
simple_npi_anim	5	692.46	609.23	0	few officers have ever had children .	many officers have ever had children .
simple_npi_anim	6	683.71	601.45	0	few teachers have ever been popular .	many teachers have ever been popular .
simple_npi_anim	7	774.6	681.41	0	few teachers have ever been famous .	many teachers have ever been famous .
simple_npi_anim	8	756.13	665.16	0	few teachers have ever had children .	many teachers have ever had children .
simple_npi_anim	9	600.6	528.37	0	few senators have ever been popular .	many senators have ever been popular .
simple_npi_anim	10	680.44	598.61	0	few senators have ever been famous .	many senators have ever been famous .
simple_npi_anim	11	664.21	584.34	0	few senators have ever had children .	many senators have ever had children .
simple_npi_anim	12	601.12	528.85	0	few consultants have ever been popular .	many consultants have ever been popular .
simple_npi_anim	13	681.03	599.16	0	few consultants have ever been famous .	many consultants have ever been famous .
simple_npi_anim	14	664.79	584.87	0	few consultants have ever had children .	many consultants have ever had children .
simple_npi_anim	0	455.59	444.03	0	no authors will ever be popular .	most authors will ever be popular .
simple_npi_anim	1	516.11	503.01	0	no authors will ever be famous .	most authors will ever be famous .
simple_npi_anim	2	519.78	506.59	0	no authors will ever have children .	most authors will ever have children .
simple_npi_anim	3	326.6	319.97	0	no pilots will ever be popular .	most pilots will ever be popular .
simple_npi_anim	4	369.99	362.48	0	no pilots will ever be famous .	most pilots will ever be famous .
simple_npi_anim	5	372.62	365.06	0	no pilots will ever have children .	most pilots will ever have children .
simple_npi_anim	6	188.75	187.64	0	no UNK-LC-s will ever be popular .	most UNK-LC-s will ever be popular .
simple_npi_anim	7	213.82	212.56	0	no UNK-LC-s will ever be famous .	most UNK-LC-s will ever be famous .
simple_npi_anim	8	215.3	214.04	0	no UNK-LC-s will ever have children .	most UNK-LC-s will ever have children .
simple_npi_anim	9	364.04	359.63	0	no farmers will ever be popular .	most farmers will ever be popular .
simple_npi_anim	10	412.39	407.4	0	no farmers will ever be famous .	most farmers will ever be famous .
simple_npi_anim	11	415.31	410.3	0	no farmers will ever have children .	most farmers will ever have children .
simple_npi_anim	12	311.4	304.56	0	no managers will ever be popular .	most managers will ever be popular .
simple_npi_anim	13	352.77	345.02	0	no managers will ever be famous .	most managers will ever be famous .
simple_npi_anim	14	355.27	347.48	0	no managers will ever have children .	most managers will ever have children .
simple_npi_anim	0	302.13	294.47	0	no customers will ever be popular .	most customers will ever be popular .
simple_npi_anim	1	342.27	333.58	0	no customers will ever be famous .	most customers will ever be famous .
simple_npi_anim	2	344.7	335.95	0	no customers will ever have children .	most customers will ever have children .
simple_npi_anim	3	387.76	377.92	0	no officers will ever be popular .	most officers will ever be popular .
simple_npi_anim	4	439.27	428.12	0	no officers will ever be famous .	most officers will ever be famous .
simple_npi_anim	5	442.39	431.17	0	no officers will ever have children .	most officers will ever have children .
simple_npi_anim	6	418.55	413.86	0	no teachers will ever be popular .	most teachers will ever be popular .
simple_npi_anim	7	474.15	468.83	0	no teachers will ever be famous .	most teachers will ever be famous .
simple_npi_anim	8	477.52	472.17	0	no teachers will ever have children .	most teachers will ever have children .
simple_npi_anim	9	369.58	363.06	0	no senators will ever be popular .	most senators will ever be popular .
simple_npi_anim	10	418.68	411.29	0	no senators will ever be famous .	most senators will ever be famous .
simple_npi_anim	11	421.65	414.22	0	no senators will ever have children .	most senators will ever have children .
simple_npi_anim	12	371.24	363.05	0	no consultants will ever be popular .	most consultants will ever be popular .
simple_npi_anim	13	420.56	411.28	0	no consultants will ever be famous .	most consultants will ever be famous .
simple_npi_anim	14	423.54	414.21	0	no consultants will ever have children .	most consultants will ever have children .
simple_npi_anim	0	524.17	461.17	0	few authors will ever be popular .	many authors will ever be popular .
simple_npi_anim	1	593.8	522.43	0	few authors will ever be famous .	many authors will ever be famous .
simple_npi_anim	2	598.03	526.15	0	few authors will ever have children .	many authors will ever have children .
simple_npi_anim	3	377.35	331.98	0	few pilots will ever be popular .	many pilots will ever be popular .
simple_npi_anim	4	427.47	376.07	0	few pilots will ever be famous .	many pilots will ever be famous .
simple_npi_anim	5	430.51	378.75	0	few pilots will ever have children .	many pilots will ever have children .
simple_npi_anim	6	220.63	194.08	0	few UNK-LC-s will ever be popular .	many UNK-LC-s will ever be popular .
simple_npi_anim	7	249.94	219.86	0	few UNK-LC-s will ever be famous .	many UNK-LC-s will ever be famous .
simple_npi_anim	8	251.71	221.42	0	few UNK-LC-s will ever have children .	many UNK-LC-s will ever have children .
simple_npi_anim	9	423.41	372.47	0	few farmers will ever be popular .	many farmers will ever be popular .
simple_npi_anim	10	479.65	421.95	0	few farmers will ever be famous .	many farmers will ever be famous .
simple_npi_anim	11	483.06	424.95	0	few farmers will ever have children .	many farmers will ever have children .
simple_npi_anim	12	359.29	316.1	0	few managers will ever be popular .	many managers will ever be popular .
simple_npi_anim	13	407.02	358.09	0	few managers will ever be famous .	many managers will ever be famous .
simple_npi_anim	14	409.91	360.63	0	few managers will ever have children .	many managers will ever have children .
simple_npi_anim	0	347.61	305.83	0	few customers will ever be popular .	many customers will ever be popular .
simple_npi_anim	1	393.79	346.46	0	few customers will ever be famous .	many customers will ever be famous .
simple_npi_anim	2	396.59	348.92	0	few customers will ever have children .	many customers will ever have children .
simple_npi_anim	3	446.13	392.51	0	few officers will ever be popular .	many officers will ever be popular .
simple_npi_anim	4	505.39	444.65	0	few officers will ever be famous .	many officers will ever be famous .
simple_npi_anim	5	508.99	447.81	0	few officers will ever have children .	many officers will ever have children .
simple_npi_anim	6	487.15	428.55	0	few teachers will ever be popular .	many teachers will ever be popular .
simple_npi_anim	7	551.86	485.47	0	few teachers will ever be famous .	many teachers will ever be famous .
simple_npi_anim	8	555.79	488.93	0	few teachers will ever have children .	many teachers will ever have children .
simple_npi_anim	9	427.93	376.47	0	few senators will ever be popular .	many senators will ever be popular .
simple_npi_anim	10	484.78	426.48	0	few senators will ever be famous .	many senators will ever be famous .
simple_npi_anim	11	488.23	429.52	0	few senators will ever have children .	many senators will ever have children .
simple_npi_anim	12	428.3	376.81	0	few consultants will ever be popular .	many consultants will ever be popular .
simple_npi_anim	13	485.2	426.87	0	few consultants will ever be famous .	many consultants will ever be famous .
simple_npi_anim	14	488.65	429.9	0	few consultants will ever have children .	many consultants will ever have children .
simple_npi_anim_the	0	639.41	351.3	0	no authors have ever been popular .	the authors have ever been popular .
simple_npi_anim_the	1	724.41	398.0	0	no authors have ever been famous .	the authors have ever been famous .
simple_npi_anim_the	2	707.14	388.51	0	no authors have ever had children .	the authors have ever had children .
simple_npi_anim_the	3	458.38	251.84	0	no pilots have ever been popular .	the pilots have ever been popular .
simple_npi_anim_the	4	519.32	285.32	0	no pilots have ever been famous .	the pilots have ever been famous .
simple_npi_anim_the	5	506.93	278.51	0	no pilots have ever had children .	the pilots have ever had children .
simple_npi_anim_the	6	264.78	145.46	0	no UNK-LC-s have ever been popular .	the UNK-LC-s have ever been popular .
simple_npi_anim_the	7	299.99	164.8	0	no UNK-LC-s have ever been famous .	the UNK-LC-s have ever been famous .
simple_npi_anim_the	8	292.95	160.94	0	no UNK-LC-s have ever had children .	the UNK-LC-s have ever had children .
simple_npi_anim_the	9	510.91	280.66	0	no farmers have ever been popular .	the farmers have ever been popular .
simple_npi_anim_the	10	578.84	317.98	0	no farmers have ever been famous .	the farmers have ever been famous .
simple_npi_anim_the	11	565.03	310.4	0	no farmers have ever had children .	the farmers have ever had children .
simple_npi_anim_the	12	437.04	240.11	0	no managers have ever been popular .	the managers have ever been popular .
simple_npi_anim_the	13	495.14	272.04	0	no managers have ever been famous .	the managers have ever been famous .
simple_npi_anim_the	14	483.33	265.55	0	no managers have ever had children .	the managers have ever had children .
simple_npi_anim_the	0	424.03	232.97	0	no customers have ever been popular .	the customers have ever been popular .
simple_npi_anim_the	1	480.41	263.94	0	no customers have ever been famous .	the customers have ever been famous .
simple_npi_anim_the	2	468.95	257.65	0	no customers have ever had children .	the customers have ever had children .
simple_npi_anim_the	3	544.21	299.0	0	no officers have ever been popular .	the officers have ever been popular .
simple_npi_anim_the	4	616.56	338.75	0	no officers have ever been famous .	the officers have ever been famous .
simple_npi_anim_the	5	601.86	330.67	0	no officers have ever had children .	the officers have ever had children .
simple_npi_anim_the	6	587.42	322.73	0	no teachers have ever been popular .	the teachers have ever been popular .
simple_npi_anim_the	7	665.52	365.63	0	no teachers have ever been famous .	the teachers have ever been famous .
simple_npi_anim_the	8	649.65	356.91	0	no teachers have ever had children .	the teachers have ever had children .
simple_npi_anim_the	9	518.7	284.97	0	no senators have ever been popular .	the senators have ever been popular .
simple_npi_anim_the	10	587.66	322.85	0	no senators have ever been famous .	the senators have ever been famous .
simple_npi_anim_the	11	573.64	315.16	0	no senators have ever had children .	the senators have ever had children .
simple_npi_anim_the	12	521.03	286.25	0	no consultants have ever been popular .	the consultants have ever been popular .
simple_npi_anim_the	13	590.29	324.31	0	no consultants have ever been famous .	the consultants have ever been famous .
simple_npi_anim_the	14	576.22	316.57	0	no consultants have ever had children .	the consultants have ever had children .
simple_npi_anim_the	0	735.67	570.94	0	few authors have ever been popular .	some authors have ever been popular .
simple_npi_anim_the	1	833.47	646.85	0	few authors have ever been famous .	some authors have ever been famous .
simple_npi_anim_the	2	813.59	631.42	0	few authors have ever had children .	some authors have ever had children .
simple_npi_anim_the	3	529.6	409.29	0	few pilots have ever been popular .	some pilots have ever been popular .
simple_npi_anim_the	4	600.01	463.71	0	few pilots have ever been famous .	some pilots have ever been famous .
simple_npi_anim_the	5	585.7	452.65	0	few pilots have ever had children .	some pilots have ever had children .
simple_npi_anim_the	6	309.63	236.42	0	few UNK-LC-s have ever been popular .	some UNK-LC-s have ever been popular .
simple_npi_anim_the	7	350.8	267.85	0	few UNK-LC-s have ever been famous .	some UNK-LC-s have ever been famous .
simple_npi_anim_the	8	342.45	261.57	0	few UNK-LC-s have ever had children .	some UNK-LC-s have ever had children .
simple_npi_anim_the	9	594.24	456.18	0	few farmers have ever been popular .	some farmers have ever been popular .
simple_npi_anim_the	10	673.25	516.82	0	few farmers have ever been famous .	some farmers have ever been famous .
simple_npi_anim_the	11	657.19	504.5	0	few farmers have ever had children .	some farmers have ever had children .
simple_npi_anim_the	12	504.26	390.24	0	few managers have ever been popular .	some managers have ever been popular .
simple_npi_anim_the	13	571.3	442.12	0	few managers have ever been famous .	some managers have ever been famous .
simple_npi_anim_the	14	557.67	431.58	0	few managers have ever had children .	some managers have ever had children .
simple_npi_anim_the	0	487.87	378.63	0	few customers have ever been popular .	some customers have ever been popular .
simple_npi_anim_the	1	552.73	428.97	0	few customers have ever been famous .	some customers have ever been famous .
simple_npi_anim_the	2	539.55	418.74	0	few customers have ever had children .	some customers have ever had children .
simple_npi_anim_the	3	626.13	485.94	0	few officers have ever been popular .	some officers have ever been popular .
simple_npi_anim_the	4	709.38	550.54	0	few officers have ever been famous .	some officers have ever been famous .
simple_npi_anim_the	5	692.46	537.41	0	few officers have ever had children .	some officers have ever had children .
simple_npi_anim_the	6	683.71	524.51	0	few teachers have ever been popular .	some teachers have ever been popular .
simple_npi_anim_the	7	774.6	594.24	0	few teachers have ever been famous .	some teachers have ever been famous .
simple_npi_anim_the	8	756.13	580.07	0	few teachers have ever had children .	some teachers have ever had children .
simple_npi_anim_the	9	600.6	463.15	0	few senators have ever been popular .	some senators have ever been popular .
simple_npi_anim_the	10	680.44	524.72	0	few senators have ever been famous .	some senators have ever been famous .
simple_npi_anim_the	11	664.21	512.21	0	few senators have ever had children .	some senators have ever had children .
simple_npi_anim_the	12	601.12	465.23	0	few consultants have ever been popular .	some consultants have ever been popular .
simple_npi_anim_the	13	681.03	527.08	0	few consultants have ever been famous .	some consultants have ever been famous .
simple_npi_anim_the	14	664.79	514.51	0	few consultants have ever had children .	some consultants have ever had children .
simple_npi_anim_the	0	455.59	250.31	0	no authors will ever be popular .	the authors will ever be popular .
simple_npi_anim_the	1	516.11	283.56	0	no authors will ever be famous .	the authors will ever be famous .
simple_npi_anim_the	2	519.78	285.58	0	no authors will ever have children .	the authors will ever have children .
